Geographical Name,Generic Term,Latitude,Longitude,Province - Territory
Salvage,Town,48.6732139,-53.6629333,Newfoundland and Labrador
Sandringham,Town,48.6589444,-53.8274778,Newfoundland and Labrador
Sandy Cove,Town,48.6475861,-53.7085834,Newfoundland and Labrador
Saugeen Shores,Town,44.40562,-81.37455,Ontario
Savage Cove - Sandy Cove,Town,51.330245,-56.684106,Newfoundland and Labrador
Schefferville,Town,54.800519,-66.821102,Quebec
Scotstown,Town,45.523621,-71.280902,Quebec
Scott,Town,52.3655833,-108.8278556,Saskatchewan
Seal Cove,Town,47.4847222,-56.0613889,Newfoundland and Labrador
Seal Cove,Town,49.93135,-56.373472,Newfoundland and Labrador
Sedgewick,Town,52.7747223,-111.6927778,Alberta
Senneterre,Town,48.390435,-77.240452,Quebec
Sept-Îles,Town,50.209655,-66.38518,Quebec
Sexsmith,Town,55.3502778,-118.7816667,Alberta
Shannon,Town,46.889296,-71.518502,Quebec
Shaunavon,Town,49.6503486,-108.4159917,Saskatchewan
Shawinigan,Town,46.541088,-72.74521,Quebec
Shediac,Town,46.221272,-64.539767,New Brunswick
Shelburne,Town,43.763215,-65.323507,Nova Scotia
Shelburne,Town,44.0763889,-80.2044445,Ontario
Shellbrook,Town,53.2203306,-106.3885444,Saskatchewan
Sherbrooke,Town,45.404047,-71.893171,Quebec
Shippagan,Town,47.735556,-64.723611,New Brunswick
Shoal Lake,Town,50.437778,-100.59111,Manitoba
Sidney,Town,48.650556,-123.398333,British Columbia
Sintaluta,Town,50.4769,-103.449675,Saskatchewan
Sioux Lookout,Town,50.0905556,-91.9988889,Ontario
Slave Lake,Town,55.2822222,-114.7702778,Alberta
Small Point-Adam's Cove-Blackhead-Broad Cove,Town,47.847008,-53.127678,Newfoundland and Labrador
Smithers,Town,54.779167,-127.176111,British Columbia
Smoky Lake,Town,54.1166666,-112.4666667,Alberta
Smooth Rock Falls,Town,49.27817,-81.62629,Ontario
Snow Lake,Town,54.878889,-100.03667,Manitoba
Sorel-Tracy,Town,46.0436111,-73.1130556,Quebec
Souris,Town,46.354462,-62.25164,Prince Edward Island
Souris,Town,49.617222,-100.26028,Manitoba
South Brook,Town,49.4029722,-56.089675,Newfoundland and Labrador
South Bruce Peninsula,Town,44.705278,-81.218611,Ontario
South Huron,Town,43.31646,-81.50485,Ontario
South River,Town,47.5320889,-53.2680833,Newfoundland and Labrador
Southern Harbour,Town,47.7223584,-53.9534666,Newfoundland and Labrador
Southey,Town,50.9428722,-104.4996056,Saskatchewan
Spaniard's Bay,Town,47.6180528,-53.3369778,Newfoundland and Labrador
Spirit River,Town,55.7786111,-118.8366667,Alberta
Spiritwood,Town,53.366497,-107.51731,Saskatchewan
Springdale,Town,49.5119027,-56.0642695,Newfoundland and Labrador
Springside,Town,51.3447722,-102.7423056,Saskatchewan
St. Alban's,Town,47.877222,-55.849336,Newfoundland and Labrador
St. Anthony,Town,51.374936,-55.616405,Newfoundland and Labrador
St. Bernard's-Jacques Fontaine,Town,47.5195028,-54.9091917,Newfoundland and Labrador
St. Brendan's,Town,48.85805,-53.6660305,Newfoundland and Labrador
St. Bride's,Town,46.9208334,-54.1711111,Newfoundland and Labrador
St. Brieux,Town,52.638424,-104.885081,Saskatchewan
St. George,Town,45.132014,-66.820232,New Brunswick
St. George's,Town,48.4152861,-58.4943917,Newfoundland and Labrador
St. Jacques-Coomb's Cove,Town,47.4708222,-55.5418222,Newfoundland and Labrador
St. Joseph's,Town,47.09215,-53.5157889,Newfoundland and Labrador
St. Lawrence,Town,46.907917,-55.404514,Newfoundland and Labrador
St. Lewis,Town,52.3724528,-55.7012583,Newfoundland and Labrador
St. Lunaire-Griquet,Town,51.5205361,-55.4808889,Newfoundland and Labrador
St. Mary's,Town,46.9135056,-53.5317416,Newfoundland and Labrador
St. Paul,Town,53.9927777,-111.2961111,Alberta
St. Pauls,Town,49.8636667,-57.8059806,Newfoundland and Labrador
St. Shott's,Town,46.632222,-53.586667,Newfoundland and Labrador
St. Stephen,Town,45.180278,-67.296389,New Brunswick
St. Vincent's-St. Stephen's-Peter's River,Town,46.7794278,-53.5835861,Newfoundland and Labrador
St. Walburg,Town,53.629564,-109.200031,Saskatchewan
St.-Charles,Town,46.3505556,-80.4736111,Ontario
Stanstead,Town,45.010663,-72.097502,Quebec
Star City,Town,52.8618111,-104.3317222,Saskatchewan
Stavely,Town,50.1611111,-113.6416667,Alberta
Ste. Anne,Town,49.6697219,-96.6494439,Manitoba
Ste. Rose du Lac,Town,51.059444,-99.523333,Manitoba
Steady Brook,Town,48.9583945,-57.8184528,Newfoundland and Labrador
Stellarton,Town,45.559373,-62.659856,Nova Scotia
Stephenville,Town,48.5476139,-58.5475556,Newfoundland and Labrador
Stephenville Crossing,Town,48.5288028,-58.4553583,Newfoundland and Labrador
Stettler,Town,52.3238889,-112.7044444,Alberta
Stewiacke,Town,45.138517,-63.346097,Nova Scotia
Stonewall,Town,50.134444,-97.326111,Manitoba
Stony Plain,Town,53.5263889,-114.0069444,Alberta
Stoughton,Town,49.6773083,-103.0281278,Saskatchewan
Strasbourg,Town,51.0702806,-104.9555028,Saskatchewan
Stratford,Town,46.217778,-63.080833,Prince Edward Island
Strathmore,Town,51.0455556,-113.3930556,Alberta
Sturgis,Town,51.9404778,-102.5441722,Saskatchewan
Summerford,Town,49.4971028,-54.78295,Newfoundland and Labrador
Sundre,Town,51.7955555,-114.6377778,Alberta
Sunnyside,Town,47.8710584,-53.9124861,Newfoundland and Labrador
Sussex,Town,45.723534,-65.510394,New Brunswick
Sutton,Town,45.105991,-72.615552,Quebec
Swan Hills,Town,54.7166666,-115.4016667,Alberta
Swan River,Town,52.105833,-101.26667,Manitoba
Sylvan Lake,Town,52.3088888,-114.0977778,Alberta
Taber,Town,49.78475,-112.150972,Alberta
Tecumseh,Town,42.2430555,-82.9255556,Ontario
Temagami,Town,47.0640291,-79.7917297,Ontario
Terra Nova,Town,48.5025,-54.2144445,Newfoundland and Labrador
Terrebonne,Town,45.691538,-73.634302,Quebec
Terrenceville,Town,47.659956,-54.70693,Newfoundland and Labrador
Teulon,Town,50.385833,-97.261111,Manitoba
The Pas,Town,53.825,-101.25333,Manitoba
Thessalon,Town,46.2608333,-83.5530555,Ontario
Thetford Mines,Town,46.088908,-71.301952,Quebec
Thorsby,Town,53.2269445,-114.0480556,Alberta
Three Hills,Town,51.7030555,-113.2686111,Alberta
Thurso,Town,45.599449,-75.243324,Quebec
Tignish,Town,46.950493,-64.033583,Prince Edward Island
Tillsonburg,Town,42.86794,-80.7307,Ontario
Tilt Cove,Town,49.8861111,-55.6269444,Newfoundland and Labrador
Tisdale,Town,52.84905,-104.0490972,Saskatchewan
Tofield,Town,53.3708333,-112.6658333,Alberta
Torbay,Town,47.6591278,-52.753175,Newfoundland and Labrador
Tracadie-Sheila,Town,47.514444,-64.918056,New Brunswick
Traytown,Town,48.6610639,-53.9783417,Newfoundland and Labrador
Treherne,Town,49.629444,-98.697778,Manitoba
Trenton,Town,45.61052,-62.639371,Nova Scotia
Trepassey,Town,46.746758,-53.363625,Newfoundland and Labrador
Trinity,Town,48.3754666,-53.3946583,Newfoundland and Labrador
Trinity Bay North,Town,48.501506,-53.081453,Newfoundland and Labrador
Triton,Town,49.518325,-55.619875,Newfoundland and Labrador
Trochu,Town,51.8286111,-113.2280556,Alberta
Trois-Pistoles,Town,48.125602,-69.175363,Quebec
Trois-Rivières,Town,46.343077,-72.543383,Quebec
Trout River,Town,49.4739333,-58.1252917,Newfoundland and Labrador
Truro,Town,45.364959,-63.279847,Nova Scotia
Turtleford,Town,53.3878806,-108.9593833,Saskatchewan
Twillingate,Town,49.6443111,-54.7436166,Newfoundland and Labrador
Two Hills,Town,53.7111111,-111.7447222,Alberta
Témiscaming,Town,46.722071,-79.093116,Quebec
Témiscouata-sur-le-Lac,Town,47.683333,-68.883333,Quebec
Unity,Town,52.442125,-109.1574917,Saskatchewan
Upper Island Cove,Town,47.6496972,-53.2235194,Newfoundland and Labrador
Val-d'Or,Town,48.102044,-77.789358,Quebec
Val-des-Sources,Town,45.7774,-71.9384,Quebec
Valcourt,Town,45.492255,-72.314491,Quebec
Valleyview,Town,55.065944,-117.281861,Alberta
Varennes,Town,45.6825,-73.4408333,Quebec
Vaudreuil-Dorion,Town,45.403577,-74.036469,Quebec
Vauxhall,Town,50.0683333,-112.1066667,Alberta
Vegreville,Town,53.4955555,-112.0516667,Alberta
Vermilion,Town,53.3547222,-110.8527778,Alberta
Victoria,Town,47.77125,-53.2380778,Newfoundland and Labrador
Victoriaville,Town,46.055183,-71.959997,Quebec
View Royal,Town,48.451944,-123.434167,British Columbia
Viking,Town,53.0947222,-111.7755556,Alberta
Ville-Marie,Town,47.329016,-79.437221,Quebec
Virden,Town,49.850833,-100.93167,Manitoba
Vonda,Town,52.3236444,-106.0943806,Saskatchewan
Vulcan,Town,50.4041666,-113.2605556,Alberta
Wabana,Town,47.6394722,-52.9476666,Newfoundland and Labrador
Wabush,Town,52.872,-66.8909194,Newfoundland and Labrador
Wadena,Town,51.9459278,-103.795675,Saskatchewan
Wainwright,Town,52.8341666,-110.8580556,Alberta
Wakaw,Town,52.6479,-105.741438,Saskatchewan
Waldheim,Town,52.6225333,-106.6547917,Saskatchewan
Wapella,Town,50.2595806,-101.9729833,Saskatchewan
Warwick,Town,45.945791,-71.98918,Quebec
Wasaga Beach,Town,44.499167,-80.016944,Ontario
Waterloo,Town,45.344921,-72.515488,Quebec
Waterville,Town,45.278046,-71.890596,Quebec
Watrous,Town,51.6851614,-105.4634694,Saskatchewan
Watson,Town,52.1294167,-104.5188444,Saskatchewan
Watson Lake,Town,60.0624374,-128.7068575,Yukon
Wawota,Town,49.9065417,-102.0262222,Saskatchewan
Wembley,Town,55.1555556,-119.1458333,Alberta
West Nipissing,Town,46.4471999,-80.0414,Ontario
West St. Modeste,Town,51.5974333,-56.7218444,Newfoundland and Labrador
Westlock,Town,54.1552778,-113.8569444,Alberta
Westmount,Town,45.485499,-73.596749,Quebec
Westport,Town,49.7877889,-56.617525,Newfoundland and Labrador
Westville,Town,45.55632,-62.715396,Nova Scotia
Whitbourne,Town,47.4251083,-53.5417195,Newfoundland and Labrador
Whitby,Town,43.9325,-78.9544445,Ontario
Whitchurch-Stouffville,Town,44.0086111,-79.3175,Ontario
White City,Town,50.4353483,-104.3570861,Saskatchewan
Whitecourt,Town,54.1411111,-115.6841667,Alberta
Whiteway,Town,47.683011,-53.451008,Newfoundland and Labrador
Whitewood,Town,50.3311528,-102.2698528,Saskatchewan
Wilkie,Town,52.408649,-108.70367,Saskatchewan
Willow Bunch,Town,49.3910056,-105.6330528,Saskatchewan
Windsor,Town,45.569038,-72.005566,Quebec
Winnipeg Beach,Town,50.499722,-96.974722,Manitoba
Winterland,Town,47.1509833,-55.3142694,Newfoundland and Labrador
Winterton,Town,47.9528333,-53.3144861,Newfoundland and Labrador
Witless Bay,Town,47.2827139,-52.8220834,Newfoundland and Labrador
Wolfville,Town,45.091713,-64.359242,Nova Scotia
Wolseley,Town,50.422175,-103.2721167,Saskatchewan
Woodstock,Town,46.152222,-67.598333,New Brunswick
Woodstock,Town,49.9659111,-55.8915806,Newfoundland and Labrador
Woody Point,Town,49.49675,-57.9260389,Newfoundland and Labrador
Wynyard,Town,51.7688292,-104.179325,Saskatchewan
Yarmouth,Town,43.838654,-66.115223,Nova Scotia
Yellow Grass,Town,49.8065472,-104.1634583,Saskatchewan
York Harbour,Town,49.0609222,-58.3295722,Newfoundland and Labrador
Zealandia,Town,51.6164194,-107.7440278,Saskatchewan
